date,TATAELXSI,TATAPOWER,UJJIVANSFB,VBL,WHIRLPOOL,ADANIENT,ADANIPORTS,AETHER,AXISBANK,BAJFINANCE,BANDHANBNK,BHEL,CASTROLIND,CDSL,CLEAN,COALINDIA,DATAPATTNS,DMART,FEDERALBNK,HAL,HAPPSTMNDS,HDFCBANK,HFCL,IDFCFIRSTB,IEX,INDIGO,IRCTC,IRFC,KELLTONTEC,KOTAKBANK,LATENTVIEW,MAZDOCK,MCX,MTARTECH,NEWGEN,PPL,PRINCEPIPE,RVNL,SBICARD,SBIN,SONACOMS,SPANDANA,SYNGENE,TATACONSUM
2024-08-29,7922.45,430.9,43.33,1509.05,2194.8,3020.15,1476.05,880.15,1175.4,7063.55,193.93,291.0,266.2,1431.4,1476.55,527.55,2777.15,5008.8,195.92,4601.95,803.3,1638.55,146.79,73.23,205.71,4759.85,923.05,179.94,157.52,1777.25,488.6,4238.4,5004.75,1781.95,1064.4,620.3,589.7,579.8,721.2,814.5,689.15,618.65,853.8,1198.45
2024-08-30,8000.7,434.65,43.91,1500.9,2183.5,3019.35,1481.9,890.25,1175.25,7200.15,200.3,290.55,264.75,1434.9,1493.5,524.95,2804.35,4927.45,194.7,4679.95,812.3,1636.9,149.62,73.84,203.63,4830.0,932.8,178.62,153.93,1780.8,483.45,4241.45,5182.8,1826.3,1114.5,622.8,587.05,607.4,723.2,815.6,683.35,628.9,868.75,1200.15
2024-09-02,7795.9,433.2,44.11,1521.45,2220.5,3042.15,1494.5,878.75,1188.8,7440.05,201.61,286.8,262.75,1416.4,1473.1,520.85,2751.5,4999.85,194.72,4688.0,811.15,1626.95,147.49,75.01,203.41,4793.05,937.0,177.54,152.77,1780.25,475.85,4199.8,5165.75,1817.75,1080.0,631.15,571.4,601.2,744.35,822.15,715.05,617.9,867.1,1199.7
2024-09-03,7867.35,433.95,44.62,1499.85,2205.5,3036.1,1479.55,890.45,1191.6,7353.8,201.37,286.35,268.5,1421.45,1478.9,519.6,2737.1,4980.6,194.61,4832.35,809.9,1637.35,152.73,75.07,205.86,4813.4,944.15,178.46,152.06,1783.8,481.05,4454.5,5207.6,1807.3,1079.9,623.5,584.4,600.5,766.05,824.8,710.8,614.45,869.05,1199.0
2024-09-04,7748.65,420.9,44.02,1522.5,2217.95,3012.35,1472.1,931.5,1177.7,7299.5,199.61,278.7,271.95,1420.05,1506.55,503.65,2771.9,5100.9,187.87,4861.85,801.35,1641.8,153.35,74.65,206.85,4815.0,939.2,176.02,150.04,1783.8,475.25,4774.8,5351.95,1806.95,1053.7,633.35,569.7,592.7,768.55,816.5,722.4,611.55,879.65,1194.95
2024-09-05,7727.05,420.9,43.96,1505.45,2236.15,3015.35,1465.55,926.15,1180.55,7244.9,203.66,273.55,267.75,1417.05,1502.15,497.0,2792.8,5308.15,189.65,4792.45,801.55,1645.45,157.59,75.04,209.34,4828.55,945.25,173.48,152.07,1777.95,475.4,4579.1,5395.85,1809.05,1082.6,648.55,565.55,581.85,767.7,818.75,733.85,609.5,906.65,1188.65
2024-09-06,7589.45,417.0,42.95,1493.25,2224.4,2975.45,1442.4,935.7,1158.75,7317.15,196.33,263.8,264.0,1401.5,1514.9,488.55,2738.2,5303.45,183.45,4703.45,806.2,1636.95,152.89,73.66,207.96,4783.7,936.5,169.85,148.06,1764.15,472.4,4400.4,5377.05,1776.35,1096.05,641.8,558.55,569.55,800.65,782.5,718.9,612.5,899.65,1173.85
2024-09-09,7839.05,417.85,42.56,1525.85,2138.6,2964.15,1435.9,974.5,1170.85,7347.45,195.41,262.05,256.2,1372.6,1536.25,484.45,2726.5,5361.4,184.99,4656.85,797.7,1646.5,153.47,72.62,213.52,4808.5,927.0,168.33,147.08,1790.15,463.75,4351.15,5261.3,1766.3,1080.6,636.75,546.6,562.9,802.35,784.25,700.15,603.5,894.25,1192.05
2024-09-10,7850.7,445.35,42.65,1520.0,2140.15,2986.4,1453.4,1059.35,1187.2,7241.85,200.04,264.5,259.9,1354.45,1578.95,491.1,2735.8,5344.4,185.37,4685.4,812.6,1650.35,154.27,72.59,214.61,4831.85,930.1,169.75,147.58,1791.6,492.95,4392.7,5230.0,1804.65,1070.4,633.15,570.9,565.4,793.9,782.65,713.4,615.25,925.7,1204.15
2024-09-11,7717.1,435.65,42.2,1569.15,2119.85,2937.85,1430.6,1002.25,1186.1,7345.55,195.69,258.75,255.95,1359.3,1562.6,483.95,2696.2,5299.1,183.18,4598.75,809.65,1643.9,147.05,71.52,211.85,4900.4,923.25,165.88,143.75,1789.25,483.5,4313.55,5295.8,1775.55,1060.25,614.85,575.75,556.7,796.85,768.6,725.4,607.45,911.3,1204.4
2024-09-12,7788.4,439.9,42.17,645.6,2111.0,2991.0,1472.6,1008.05,1203.35,7428.3,196.98,266.0,260.5,1378.25,1571.95,495.65,2687.05,5238.55,183.58,4641.7,822.5,1666.6,150.4,72.77,216.52,4994.65,931.35,167.02,145.31,1827.45,488.8,4315.05,5273.55,1776.65,1090.7,611.45,576.75,552.0,802.25,787.75,726.05,602.6,917.15,1222.75
2024-09-13,7714.9,441.8,42.71,646.65,2101.35,2968.35,1452.1,996.85,1217.45,7598.5,207.1,264.3,258.95,1381.45,1573.2,490.25,2684.95,5187.05,186.52,4644.95,820.8,1665.95,150.72,73.42,219.07,4942.35,936.9,167.25,148.48,1820.35,486.55,4312.8,5308.8,1773.5,1191.5,610.9,579.3,555.3,805.2,790.85,724.25,600.15,923.85,1210.3
2024-09-16,7688.75,443.35,42.92,621.05,2047.2,2984.9,1440.7,993.9,1231.05,7345.75,205.28,269.5,257.45,1444.7,1590.4,493.25,2749.8,5204.8,184.69,4597.35,807.75,1670.95,149.62,73.74,220.93,4947.1,935.75,163.96,146.04,1831.3,481.5,4250.55,5592.7,1758.05,1170.65,616.35,580.6,545.3,800.5,785.55,733.65,601.15,938.2,1218.5
2024-09-17,7707.6,445.1,42.86,649.65,2034.7,2975.2,1426.6,988.6,1232.1,7365.5,207.68,264.85,254.65,1456.25,1578.35,488.5,2697.25,5219.85,184.33,4458.5,803.25,1668.8,153.63,73.28,221.9,4933.75,933.1,160.6,143.97,1846.65,492.1,4193.3,5653.35,1763.4,1227.85,606.9,575.75,530.55,792.45,782.9,745.4,608.2,910.6,1220.25
2024-09-18,7639.5,440.6,42.6,646.7,2042.55,2956.3,1428.8,974.2,1240.45,7631.1,213.13,265.3,252.1,1504.15,1561.25,487.1,2655.05,5265.2,185.91,4437.65,793.05,1694.8,157.19,72.79,228.07,4924.65,905.55,158.56,140.45,1839.7,482.1,4178.0,5807.1,1751.35,1209.85,607.3,567.05,528.6,779.85,792.75,717.55,605.4,892.8,1200.85
2024-09-19,7523.15,439.6,42.09,652.15,2025.7,2943.15,1408.2,971.6,1242.7,7590.35,211.35,257.15,246.85,1511.1,1549.95,477.95,2526.9,5342.5,186.2,4231.8,792.2,1708.5,154.68,73.82,225.41,4873.55,883.65,155.25,136.06,1871.95,478.45,4059.65,5722.9,1715.3,1277.35,583.65,576.55,510.2,795.15,789.95,728.5,597.95,902.1,1215.25
2024-09-20,7859.4,444.15,42.87,654.45,2062.3,3008.5,1438.7,969.65,1245.0,7582.45,210.04,266.15,250.05,1538.65,1548.1,490.95,2530.3,5320.55,185.04,4333.35,800.0,1741.2,161.81,72.83,231.35,4903.65,894.25,161.43,138.12,1904.5,477.45,4374.1,5804.15,1739.9,1323.05,594.95,577.85,544.25,786.95,781.7,748.35,603.55,909.85,1216.85
2024-09-23,7833.0,454.45,42.04,654.1,2039.0,3043.95,1456.15,972.2,1246.8,7595.1,212.82,274.2,252.05,1521.55,1537.5,500.6,2559.45,5297.45,187.65,4437.95,793.7,1759.8,161.41,74.02,239.37,4930.35,910.2,159.56,139.52,1934.7,481.8,4318.15,5874.55,1746.85,1330.45,583.3,580.2,534.05,795.05,801.85,750.2,592.3,894.0,1211.55
2024-09-24,7920.25,468.75,42.0,646.85,2064.55,3093.9,1456.65,976.5,1239.55,7554.2,207.87,282.25,249.95,1497.75,1521.55,504.3,2502.75,5391.45,190.71,4402.45,793.45,1768.05,156.47,73.68,211.61,4827.1,911.7,158.74,137.78,1914.7,483.85,4222.6,5879.35,1743.7,1316.95,580.85,581.95,526.25,779.95,798.25,735.9,593.3,894.3,1211.65
2024-09-25,7829.1,468.1,41.76,633.3,2112.05,3105.1,1452.55,948.7,1268.1,7623.9,204.72,282.15,247.05,1496.25,1529.95,505.3,2503.25,5265.5,192.75,4389.25,791.55,1779.1,158.35,73.02,202.52,4782.2,901.25,156.94,136.54,1897.95,478.1,4250.9,5778.35,1752.35,1304.25,573.05,574.2,526.15,771.85,793.1,730.05,594.0,879.05,1189.6
2024-09-26,7834.3,476.05,41.26,626.85,2155.6,3122.65,1472.6,918.95,1277.1,7768.4,205.32,280.65,245.05,1468.8,1557.3,506.55,2444.0,5198.05,192.57,4369.3,798.65,1783.45,154.79,74.03,208.66,4867.55,906.75,156.85,133.9,1902.3,475.15,4234.95,5715.65,1738.4,1332.0,580.95,568.1,521.85,781.25,801.85,744.1,591.75,880.35,1213.45
2024-09-27,7811.4,485.5,40.93,608.55,2201.45,3130.3,1456.7,923.25,1273.15,7756.0,203.22,287.55,244.25,1463.05,1537.25,516.1,2383.2,5102.3,193.71,4474.15,798.9,1752.65,151.0,74.19,206.25,4945.7,924.9,156.81,137.52,1872.45,475.35,4195.8,5702.9,1729.85,1414.75,573.55,559.85,526.35,786.3,802.65,735.45,594.85,884.15,1201.55
2024-09-30,7724.45,482.6,40.43,606.3,2289.6,3135.85,1448.2,931.1,1232.2,7703.0,198.74,279.7,245.8,1437.1,1576.5,510.15,2315.7,5096.3,196.73,4420.65,808.4,1732.05,148.39,74.35,204.28,4787.45,928.55,158.72,136.97,1853.95,473.25,4230.1,5660.3,1745.95,1341.35,581.55,559.95,531.45,773.7,787.9,743.4,585.2,898.4,1196.95
2024-10-01,7765.25,481.25,40.04,612.25,2284.35,3186.1,1467.5,949.05,1226.65,7703.0,195.28,280.45,244.57,1436.65,1626.9,508.5,2302.3,4954.35,197.12,4426.1,805.45,1726.2,148.62,73.44,208.34,4905.25,931.15,155.34,147.08,1879.4,475.05,4199.25,5828.6,1732.15,1318.7,585.65,559.15,524.7,770.2,796.95,731.05,586.3,909.25,1196.25
2024-10-03,7589.9,471.8,40.04,587.75,2326.7,3116.0,1425.2,939.85,1175.7,7433.85,189.01,268.95,235.78,1415.3,1594.25,502.35,2279.35,4942.6,193.8,4267.45,797.4,1682.0,141.26,71.98,208.99,4716.85,886.4,151.6,139.62,1822.8,463.1,4076.9,5784.7,1687.5,1308.6,588.0,555.7,509.5,749.75,794.1,706.6,570.35,884.35,1152.75
2024-10-04,7576.1,466.65,40.44,578.9,2362.6,3110.65,1413.7,940.35,1178.4,7211.35,186.86,267.6,228.47,1373.8,1578.6,497.2,2330.25,4737.55,193.67,4256.65,800.6,1657.65,139.83,71.83,207.95,4609.35,872.75,152.07,139.2,1809.0,460.3,4075.35,5805.15,1699.45,1294.3,584.65,554.85,493.4,743.15,796.65,696.8,570.0,865.7,1130.4
2024-10-07,7430.65,441.3,39.56,542.05,2311.7,3018.0,1355.2,918.1,1145.7,7269.4,184.34,256.65,220.78,1368.1,1505.6,480.45,2238.15,4544.15,184.2,4165.9,797.65,1617.8,130.25,72.22,198.97,4485.2,857.7,144.35,132.52,1790.25,456.25,3919.35,5771.65,1645.55,1256.4,536.7,544.5,451.7,730.95,770.65,675.45,540.4,869.3,1111.4
2024-10-08,7550.1,456.9,40.78,590.0,2361.15,3160.7,1418.55,937.1,1153.3,7186.95,187.66,265.5,223.85,1362.1,1541.3,491.85,2377.15,4465.45,187.76,4368.3,797.85,1651.05,140.67,73.13,204.59,4602.95,875.1,151.82,141.86,1803.4,460.85,4080.85,6002.45,1737.1,1249.3,573.95,547.6,487.05,732.25,781.45,673.45,547.4,876.95,1119.05
2024-10-09,7614.3,460.85,41.29,592.4,2371.55,3153.75,1408.15,946.5,1170.15,7300.45,188.85,264.3,230.21,1471.85,1558.3,486.95,2398.05,4645.4,185.84,4386.55,805.05,1633.15,139.26,72.39,203.47,4708.3,879.55,153.48,151.44,1800.8,470.3,4086.95,6101.4,1783.55,1269.5,581.0,546.85,480.85,739.2,797.4,673.1,555.7,886.4,1117.8
2024-10-10,7759.3,465.65,40.43,588.65,2370.65,3174.2,1417.2,966.15,1184.25,7319.7,187.7,271.35,228.11,1483.65,1559.5,488.1,2497.05,4607.5,185.68,4482.25,809.2,1662.4,138.52,73.14,202.37,4665.15,882.65,151.43,150.22,1876.1,467.75,4428.35,6193.15,1801.75,1314.05,575.7,548.6,480.55,737.3,797.1,670.8,554.7,880.9,1114.15
2024-10-11,7675.15,461.15,40.15,592.35,2367.15,3137.2,1408.25,948.5,1172.45,7302.0,210.26,270.0,227.82,1478.05,1568.55,492.95,2474.5,4572.7,187.55,4446.15,800.75,1651.0,137.52,72.37,204.59,4693.45,889.2,152.4,146.99,1882.4,461.05,4384.95,6410.55,1807.8,1373.3,557.5,546.95,475.4,733.75,799.75,665.1,538.15,879.9,1113.1
2024-10-14,7573.5,462.3,39.9,591.65,2372.85,3101.1,1410.3,945.05,1164.35,7208.8,200.06,268.75,227.37,1579.3,1587.45,498.3,2436.45,4183.6,196.74,4507.55,805.6,1688.1,136.7,72.94,196.18,4678.95,885.0,151.35,148.98,1910.8,459.05,4277.6,6504.5,1780.75,1350.85,549.35,544.25,470.5,737.55,805.15,660.1,526.0,890.0,1113.55
2024-10-15,7469.1,463.5,39.91,611.05,2387.3,3104.7,1420.3,937.25,1153.85,7016.9,194.35,271.6,230.05,1586.5,1615.35,494.45,2513.0,4193.55,198.62,4575.4,795.6,1684.1,134.9,72.74,191.6,4756.45,895.3,151.1,152.36,1895.2,461.95,4403.15,6511.0,1801.4,1296.0,540.05,544.35,474.2,739.05,804.65,656.8,514.7,886.85,1115.25
2024-10-16,7400.5,460.45,39.62,608.3,2407.65,3085.9,1403.8,920.85,1153.2,6956.35,192.74,269.6,223.71,1569.7,1614.6,495.75,2531.05,4173.8,194.4,4656.25,800.8,1699.8,137.85,72.22,194.65,4699.85,892.6,150.76,148.77,1876.35,470.45,4325.45,6428.3,1779.1,1269.55,590.8,541.25,479.6,740.8,805.45,662.55,504.85,886.15,1113.95
2024-10-17,7365.1,450.2,39.3,588.4,2355.3,3013.75,1394.7,924.6,1131.85,6899.5,190.19,254.2,220.83,1545.0,1599.4,489.9,2447.85,4087.7,193.61,4518.6,802.4,1673.15,132.52,71.74,191.16,4624.0,871.75,149.12,147.55,1864.05,484.7,4237.8,6341.45,1730.8,1244.4,578.5,539.75,489.6,740.0,811.05,648.6,500.75,878.55,1090.15
2024-10-18,7328.7,453.55,39.04,588.75,2337.85,3002.0,1405.6,926.9,1196.85,6899.55,191.96,253.85,222.23,1579.3,1610.55,492.2,2450.75,3986.7,195.3,4524.7,796.25,1681.85,130.07,71.57,190.96,4663.05,881.0,147.68,152.76,1871.05,486.45,4526.35,6561.15,1681.4,1257.65,570.75,538.8,477.3,740.15,820.4,637.3,499.05,877.4,1093.25
2024-10-21,7409.2,453.8,38.48,578.45,2349.55,2937.65,1375.5,862.6,1190.3,6780.9,184.89,247.65,216.99,1551.9,1590.9,485.4,2371.4,3973.45,193.39,4514.45,788.35,1728.7,124.97,70.4,187.11,4591.0,858.8,144.69,147.1,1789.2,478.85,4666.5,6629.0,1666.85,1263.85,553.45,535.9,465.65,718.95,813.95,633.55,481.3,855.15,1017.05
2024-10-22,7126.5,435.85,36.71,594.55,2348.65,2823.8,1362.85,802.4,1175.75,6677.9,173.8,232.8,206.66,1460.85,1507.05,468.35,2268.9,4005.2,189.34,4301.7,774.35,1714.55,114.9,68.32,179.16,4524.4,831.4,137.68,137.62,1763.15,457.3,4158.35,6431.05,1564.15,1188.1,521.8,523.5,442.55,703.95,790.4,635.35,463.35,838.7,998.25
2024-10-23,7217.15,437.7,38.07,628.75,2290.4,2835.55,1340.45,804.6,1160.4,6995.8,182.29,223.7,211.25,1480.35,1523.5,474.1,2237.1,4156.1,188.72,4233.75,777.2,1735.8,121.93,66.58,182.82,4520.0,828.65,139.42,140.07,1767.8,457.1,4193.05,6686.05,1569.0,1234.0,542.45,514.25,442.15,705.9,786.0,644.1,467.6,836.85,1014.55
2024-10-24,6966.4,438.0,36.6,609.3,2240.05,2830.2,1354.4,801.45,1167.35,7040.9,180.66,227.3,207.45,1470.0,1516.65,477.25,2258.75,4060.1,188.86,4197.15,775.15,1749.65,116.99,68.05,184.42,4519.85,830.15,139.03,135.76,1762.2,442.95,4214.7,6649.3,1534.9,1268.3,526.95,508.65,441.95,712.2,794.55,729.45,465.55,879.75,996.45
2024-10-25,6990.65,422.1,35.77,611.2,2188.75,2693.45,1318.7,789.15,1189.35,6910.15,168.21,216.85,204.53,1419.0,1490.15,461.1,2157.9,4052.2,186.24,4165.6,768.7,1743.4,113.28,65.5,180.76,4366.1,812.1,134.43,130.97,1768.85,444.75,4062.3,6487.55,1507.6,1225.95,518.8,501.35,419.75,691.45,780.95,699.25,454.05,874.85,973.05
2024-10-28,7060.0,425.7,36.68,603.8,2158.35,2798.65,1352.2,809.35,1171.6,6911.35,184.81,229.75,206.81,1483.65,1465.85,441.65,2191.9,3987.5,184.99,4148.75,766.9,1734.2,117.38,67.13,182.44,4015.45,821.05,143.48,134.99,1749.85,443.1,4015.95,6565.4,1517.45,1230.5,517.95,486.25,432.3,667.55,792.05,690.85,459.45,871.3,975.9
2024-10-29,7038.95,425.4,36.69,609.3,2072.55,2848.6,1372.7,819.0,1186.85,7022.5,179.13,235.0,209.51,1461.9,1462.85,445.55,2203.75,3965.15,200.7,4274.5,762.3,1751.85,117.21,67.6,179.89,4026.75,824.85,143.53,136.18,1760.2,451.05,4012.45,6824.75,1583.45,1203.85,523.2,481.7,438.9,685.2,832.7,686.2,380.15,849.25,992.05
2024-10-30,7101.0,427.0,36.77,605.55,2033.65,2969.3,1396.2,834.2,1170.4,6955.0,177.55,236.6,213.68,1519.0,1499.7,449.15,2478.5,3932.45,203.24,4236.3,768.9,1734.6,118.99,68.79,176.28,4057.7,839.4,155.55,140.26,1734.6,453.1,4072.45,6390.35,1632.9,1232.85,536.15,485.7,465.35,684.0,822.45,685.25,412.25,861.85,1022.7
2024-10-31,7021.85,440.05,38.09,597.75,1989.3,2947.25,1375.95,853.1,1159.55,6889.75,182.21,239.0,210.32,1545.8,1526.6,452.05,2419.85,3930.7,203.91,4246.7,764.6,1735.7,121.69,65.93,177.76,4052.5,821.3,155.96,139.96,1731.1,458.25,4079.65,6515.9,1670.85,1283.75,548.75,473.1,471.8,688.4,820.2,685.7,409.15,860.25,1002.55
2024-11-01,7107.5,445.45,38.88,608.5,2045.3,2949.5,1394.4,852.85,1169.55,6923.6,183.65,241.97,214.18,1558.0,1533.25,454.15,2443.25,4001.6,204.17,4288.0,769.15,1737.3,121.89,67.15,179.35,4069.55,831.75,158.11,144.21,1744.4,461.7,4107.95,6489.35,1675.8,1291.45,568.9,482.65,470.95,694.8,821.2,697.2,419.1,861.35,1004.1
2024-11-04,7035.1,429.05,38.8,593.5,1993.75,2897.4,1349.25,848.2,1139.25,6843.7,180.18,233.39,206.64,1521.8,1502.6,443.3,2364.9,3945.85,204.29,4208.25,757.15,1714.1,119.36,65.83,173.04,3963.1,816.2,153.24,140.49,1729.35,455.1,4027.0,6457.25,1619.1,1285.15,544.7,472.4,446.2,688.45,829.85,688.9,402.05,865.2,994.6
2024-11-05,7031.6,434.1,38.08,586.25,2039.25,2915.55,1329.35,851.75,1171.7,6930.35,181.27,235.25,206.53,1541.55,1508.75,434.9,2359.7,3926.55,204.27,4261.95,763.55,1757.85,127.83,66.31,173.15,3940.85,829.1,151.44,145.26,1757.15,455.75,4197.8,6538.8,1620.8,1279.85,539.95,474.65,450.9,694.95,849.2,688.9,396.15,867.75,1000.75
2024-11-06,7232.35,449.3,38.33,599.2,2051.7,3046.25,1370.0,871.0,1166.5,7006.2,183.23,247.98,217.68,1572.4,1544.55,435.8,2418.9,3922.3,204.74,4390.15,784.6,1755.25,127.93,66.89,177.37,4061.95,857.35,154.01,159.78,1762.6,469.05,4279.05,6456.75,1669.3,1313.4,539.3,480.7,469.65,700.05,854.8,709.35,399.15,903.85,1007.05
2024-11-07,7164.95,444.9,38.23,597.25,2074.6,2970.1,1353.1,861.1,1159.9,6904.5,181.4,244.29,211.14,1600.95,1483.6,435.35,2392.7,3889.1,206.01,4433.8,793.2,1746.55,124.93,66.52,174.01,3995.75,844.05,153.9,157.93,1746.9,467.35,4256.5,6422.6,1661.25,1290.6,540.8,476.55,477.85,700.35,859.6,704.65,394.2,913.5,984.85
2024-11-08,6940.8,432.75,37.3,591.55,2062.9,2929.1,1362.1,833.55,1160.95,6895.95,177.68,239.04,206.81,1596.75,1479.75,424.05,2322.75,3874.5,206.77,4400.6,770.2,1754.45,126.79,65.63,171.07,4002.95,832.5,148.54,153.83,1745.8,496.25,4164.1,6413.1,1618.35,1263.5,540.3,464.55,447.95,699.4,843.15,704.0,384.05,898.45,992.95
2024-11-11,6524.9,431.5,35.8,590.8,1931.55,2903.65,1347.9,828.25,1171.0,6778.8,175.14,239.22,204.63,1554.25,1393.5,421.55,2182.25,3885.7,207.73,4443.7,762.65,1766.3,128.1,66.56,169.38,4011.6,836.2,147.4,151.61,1744.0,486.3,4089.65,6405.05,1603.1,1280.15,526.4,450.95,436.55,692.55,847.65,699.2,374.8,888.75,975.95
2024-11-12,6635.5,414.15,35.4,584.3,1794.5,2870.0,1326.0,832.75,1158.15,6638.2,172.59,230.22,199.85,1521.9,1361.2,414.05,2260.6,3777.0,207.27,4243.5,757.1,1718.2,126.21,66.24,166.23,3912.9,811.65,145.32,145.02,1721.4,476.55,4052.75,6104.35,1586.6,1269.3,505.4,453.85,437.7,679.25,826.7,684.05,369.85,889.3,967.55
2024-11-13,6417.3,399.35,34.13,568.1,1779.55,2816.7,1287.9,823.5,1139.15,6566.0,165.1,222.56,190.28,1435.25,1308.65,406.9,2172.15,3759.55,199.38,4066.9,749.85,1681.35,120.7,63.62,162.72,3848.8,801.4,139.62,141.4,1687.85,465.15,3890.8,5949.15,1559.85,1199.2,479.15,442.3,419.85,680.3,808.65,665.95,369.15,862.75,952.75
2024-11-14,6374.55,404.65,34.0,575.65,1802.95,2826.8,1264.55,817.1,1140.7,6549.15,167.26,223.71,190.41,1472.75,1298.65,409.75,2166.65,3823.85,196.98,4087.05,735.8,1692.75,126.89,63.41,161.51,3891.2,799.6,139.66,142.59,1707.9,456.4,3926.1,5950.65,1572.25,1235.1,497.5,442.15,419.5,683.35,804.25,668.65,365.8,861.6,925.0
2024-11-18,6456.0,404.7,33.91,609.85,1830.05,2818.7,1279.3,814.2,1126.2,6567.95,165.69,222.67,189.53,1504.65,1283.85,413.35,2162.65,3790.55,200.25,4077.85,723.5,1705.1,127.74,65.53,161.32,3976.3,797.1,138.29,141.44,1722.75,454.55,3977.55,5909.3,1614.25,1044.35,488.3,437.75,416.2,677.05,814.3,667.75,368.7,842.75,930.75
2024-11-19,6549.0,408.1,33.59,630.35,1836.55,2821.5,1289.65,828.0,1133.95,6595.3,167.61,225.88,190.13,1506.35,1290.75,412.25,2291.35,3752.45,206.65,4057.15,736.5,1742.25,129.24,64.62,162.49,4045.9,800.1,145.18,141.11,1727.75,446.4,4075.55,6106.35,1743.3,1109.85,490.55,441.5,432.15,684.55,803.0,680.4,373.75,850.8,917.15
2024-11-21,6496.1,408.05,32.69,626.75,1735.85,2183.65,1114.65,830.35,1139.15,6465.65,165.86,227.94,186.24,1544.35,1277.05,406.0,2299.05,3622.9,210.88,3983.45,720.2,1741.2,127.34,62.94,161.33,4069.8,793.85,141.67,135.8,1737.1,435.65,4006.6,6166.5,1758.45,1101.8,473.3,423.3,421.85,675.05,780.75,683.9,364.65,846.9,911.7
2024-11-22,6586.45,413.75,32.24,616.4,1765.3,2228.0,1136.75,813.6,1142.4,6683.95,169.93,234.39,198.68,1540.25,1299.3,414.05,2283.0,3613.65,209.37,4111.35,721.35,1745.6,126.28,64.15,163.11,4142.65,808.6,142.15,141.87,1761.45,445.9,3992.45,6196.0,1744.05,1081.7,484.3,422.8,420.2,679.7,816.05,685.7,364.75,869.3,945.2
2024-11-25,6791.4,412.35,32.9,601.1,1789.45,2257.5,1166.8,817.75,1155.9,6685.4,171.14,241.22,193.1,1554.55,1289.25,417.45,2312.15,3621.05,212.88,4289.95,723.15,1785.6,126.97,64.65,166.46,4244.5,812.1,146.31,141.8,1790.75,444.4,4175.6,6116.1,1775.35,1119.8,505.05,426.4,438.1,694.75,844.45,672.5,367.3,895.3,955.7
2024-11-26,6713.75,410.3,33.46,614.25,1816.2,2150.5,1128.85,812.75,1144.8,6617.95,170.35,243.97,196.89,1587.6,1292.15,411.5,2357.6,3659.15,213.64,4364.55,727.05,1785.55,128.23,65.14,166.13,4229.6,814.95,146.69,147.1,1783.6,445.75,4234.15,6033.6,1778.6,1142.95,502.9,424.4,434.0,699.0,839.4,675.85,368.55,910.6,963.55
2024-11-27,6755.0,417.65,33.54,613.0,1798.9,2397.8,1199.95,820.65,1149.65,6705.2,171.32,247.66,198.49,1617.9,1298.85,417.15,2420.85,3661.25,212.88,4474.65,730.1,1812.3,133.54,64.15,171.71,4267.9,822.6,150.49,149.95,1783.2,453.0,4469.65,6113.25,1775.0,1142.6,509.2,428.4,439.4,705.5,834.1,673.8,383.25,916.5,960.05
2024-11-28,6757.0,414.5,35.84,630.7,1839.25,2437.1,1167.6,824.65,1132.5,6509.4,170.96,252.49,198.66,1598.25,1283.7,415.2,2466.8,3716.55,211.05,4466.85,724.95,1793.15,133.19,64.26,174.9,4352.65,814.35,153.4,147.23,1759.2,450.6,4521.55,6103.65,1779.85,1130.05,524.6,427.9,443.35,711.9,838.85,664.7,405.35,916.9,941.05
2024-11-29,6670.75,414.15,35.62,621.2,1849.0,2463.15,1190.05,822.65,1136.3,6575.9,169.08,251.09,200.73,1639.45,1284.2,416.4,2503.4,3709.6,210.78,4476.85,723.3,1796.05,129.09,64.08,176.19,4378.9,815.95,149.34,147.13,1765.25,447.9,4594.15,6185.35,1787.65,1180.5,512.65,427.5,435.85,700.6,838.95,671.6,396.25,940.8,958.65
2024-12-02,6712.95,416.5,34.53,632.25,1834.6,2457.05,1215.8,837.85,1137.1,6650.65,170.79,249.65,215.25,1665.05,1277.25,421.7,2534.7,3678.4,209.08,4504.75,770.4,1804.7,129.52,64.39,178.19,4409.25,816.5,147.28,150.34,1753.95,453.1,4545.25,6323.0,1776.8,1176.6,512.55,433.15,437.05,703.05,836.4,676.05,394.5,947.8,957.0
2024-12-03,7098.55,428.55,34.72,621.1,1870.7,2514.2,1288.65,843.25,1160.5,6675.45,175.27,252.35,212.31,1663.9,1288.9,422.1,2520.75,3829.85,209.96,4518.85,753.6,1826.3,130.18,65.2,178.1,4405.5,831.85,148.2,147.87,1749.9,470.1,4704.9,6216.5,1786.55,1211.5,518.65,435.95,437.75,704.4,853.95,672.7,400.2,934.85,955.0
2024-12-04,7138.95,425.65,35.04,618.9,1909.9,2494.75,1269.55,861.65,1159.45,6740.0,178.05,251.35,207.55,1718.6,1287.15,416.65,2668.75,3850.1,215.44,4521.35,749.5,1860.1,129.12,66.21,178.17,4370.85,832.65,151.05,146.1,1757.5,482.3,4880.7,6315.75,1786.9,1301.5,516.25,439.1,441.25,714.7,859.7,689.15,395.85,928.15,961.2
